Posi��o no dep�sito;Tipo de dep�sito;Corr.pos.dep.;Col.posi��o dep�sito;N�vel da posi��o;Subdiv.pos.dep.;Bloq.entr.dep�sito;Bloq.sa�da depos.;Estrutura;Tipo;Qtd. Caixas BIN ABASTECIMENTO;Desc_Tp;Desc_tipo_knapp
M20809020602;M100;M208;09;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020601;M100;M208;09;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020505;M100;M208;09;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020504;M100;M208;09;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020503;M100;M208;09;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020502;M100;M208;09;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020501;M100;M208;09;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020405;M100;M208;09;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020404;M100;M208;09;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020403;M100;M208;09;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020402;M100;M208;09;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020401;M100;M208;09;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020305;M100;M208;09;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020304;M100;M208;09;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020303;M100;M208;09;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020302;M100;M208;09;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020301;M100;M208;09;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020205;M100;M208;09;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020204;M100;M208;09;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020203;M100;M208;09;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020202;M100;M208;09;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020201;M100;M208;09;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020105;M100;M208;09;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020104;M100;M208;09;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020103;M100;M208;09;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020102;M100;M208;09;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20809020101;M100;M208;09;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020605;M100;M208;08;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020604;M100;M208;08;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020603;M100;M208;08;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020602;M100;M208;08;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020601;M100;M208;08;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020505;M100;M208;08;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020504;M100;M208;08;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020503;M100;M208;08;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020502;M100;M208;08;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020501;M100;M208;08;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020405;M100;M208;08;04;05;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020404;M100;M208;08;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020403;M100;M208;08;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020402;M100;M208;08;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020401;M100;M208;08;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020305;M100;M208;08;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020304;M100;M208;08;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020303;M100;M208;08;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020302;M100;M208;08;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020301;M100;M208;08;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020205;M100;M208;08;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020204;M100;M208;08;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020203;M100;M208;08;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020202;M100;M208;08;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020201;M100;M208;08;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020105;M100;M208;08;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020104;M100;M208;08;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020103;M100;M208;08;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020102;M100;M208;08;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20808020101;M100;M208;08;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020605;M100;M208;07;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020604;M100;M208;07;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020603;M100;M208;07;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020602;M100;M208;07;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020601;M100;M208;07;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020505;M100;M208;07;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020504;M100;M208;07;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020503;M100;M208;07;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020502;M100;M208;07;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020501;M100;M208;07;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020405;M100;M208;07;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020404;M100;M208;07;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020403;M100;M208;07;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020402;M100;M208;07;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020401;M100;M208;07;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020305;M100;M208;07;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020304;M100;M208;07;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020303;M100;M208;07;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020302;M100;M208;07;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020301;M100;M208;07;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020205;M100;M208;07;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020204;M100;M208;07;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020203;M100;M208;07;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020202;M100;M208;07;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020201;M100;M208;07;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020105;M100;M208;07;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020104;M100;M208;07;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020103;M100;M208;07;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020102;M100;M208;07;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20807020101;M100;M208;07;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020605;M100;M208;06;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020604;M100;M208;06;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020603;M100;M208;06;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020602;M100;M208;06;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020601;M100;M208;06;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020505;M100;M208;06;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020504;M100;M208;06;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020503;M100;M208;06;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020502;M100;M208;06;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020501;M100;M208;06;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020405;M100;M208;06;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020404;M100;M208;06;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020403;M100;M208;06;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020402;M100;M208;06;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020401;M100;M208;06;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020305;M100;M208;06;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020304;M100;M208;06;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020303;M100;M208;06;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020302;M100;M208;06;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020301;M100;M208;06;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020205;M100;M208;06;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020204;M100;M208;06;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020203;M100;M208;06;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020202;M100;M208;06;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020201;M100;M208;06;02;01;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020105;M100;M208;06;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020104;M100;M208;06;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020103;M100;M208;06;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020102;M100;M208;06;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20806020101;M100;M208;06;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020605;M100;M208;05;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020604;M100;M208;05;06;04;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020603;M100;M208;05;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020602;M100;M208;05;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020601;M100;M208;05;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020505;M100;M208;05;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020504;M100;M208;05;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020503;M100;M208;05;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020502;M100;M208;05;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020501;M100;M208;05;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020405;M100;M208;05;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020404;M100;M208;05;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020403;M100;M208;05;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020402;M100;M208;05;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020401;M100;M208;05;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020305;M100;M208;05;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020304;M100;M208;05;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020303;M100;M208;05;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020302;M100;M208;05;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020301;M100;M208;05;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020205;M100;M208;05;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020204;M100;M208;05;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020203;M100;M208;05;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020202;M100;M208;05;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020201;M100;M208;05;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020105;M100;M208;05;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020104;M100;M208;05;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020103;M100;M208;05;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020102;M100;M208;05;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20805020101;M100;M208;05;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020605;M100;M208;04;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020604;M100;M208;04;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020603;M100;M208;04;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020602;M100;M208;04;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020601;M100;M208;04;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020505;M100;M208;04;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020504;M100;M208;04;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020503;M100;M208;04;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020502;M100;M208;04;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020501;M100;M208;04;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020405;M100;M208;04;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020404;M100;M208;04;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020403;M100;M208;04;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020402;M100;M208;04;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020401;M100;M208;04;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020305;M100;M208;04;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020304;M100;M208;04;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020303;M100;M208;04;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020302;M100;M208;04;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020301;M100;M208;04;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020205;M100;M208;04;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020204;M100;M208;04;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020203;M100;M208;04;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020202;M100;M208;04;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020201;M100;M208;04;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020105;M100;M208;04;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020104;M100;M208;04;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020103;M100;M208;04;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020102;M100;M208;04;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20804020101;M100;M208;04;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20803010405;M100;M208;03;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010404;M100;M208;03;04;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010403;M100;M208;03;04;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010402;M100;M208;03;04;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010401;M100;M208;03;04;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010305;M100;M208;03;03;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010304;M100;M208;03;03;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010303;M100;M208;03;03;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010302;M100;M208;03;03;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010301;M100;M208;03;03;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010205;M100;M208;03;02;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010204;M100;M208;03;02;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010203;M100;M208;03;02;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010202;M100;M208;03;02;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010201;M100;M208;03;02;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20803010105;M100;M208;03;01;05;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20803010104;M100;M208;03;01;04;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20803010103;M100;M208;03;01;03;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20802010405;M100;M208;02;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010404;M100;M208;02;04;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010403;M100;M208;02;04;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010402;M100;M208;02;04;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010401;M100;M208;02;04;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010305;M100;M208;02;03;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010304;M100;M208;02;03;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010303;M100;M208;02;03;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010302;M100;M208;02;03;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010301;M100;M208;02;03;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010205;M100;M208;02;02;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010204;M100;M208;02;02;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010203;M100;M208;02;02;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010202;M100;M208;02;02;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010201;M100;M208;02;02;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20802010105;M100;M208;02;01;05;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20802010104;M100;M208;02;01;04;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20802010103;M100;M208;02;01;03;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20802010102;M100;M208;02;01;02;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20802010101;M100;M208;02;01;01;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20801010405;M100;M208;01;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010404;M100;M208;01;04;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010403;M100;M208;01;04;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010402;M100;M208;01;04;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010401;M100;M208;01;04;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010305;M100;M208;01;03;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010304;M100;M208;01;03;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010303;M100;M208;01;03;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010302;M100;M208;01;03;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010301;M100;M208;01;03;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010205;M100;M208;01;02;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010204;M100;M208;01;02;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010203;M100;M208;01;02;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010202;M100;M208;01;02;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010201;M100;M208;01;02;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20801010105;M100;M208;01;01;05;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20801010104;M100;M208;01;01;04;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20801010103;M100;M208;01;01;03;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20801010102;M100;M208;01;01;02;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20801010101;M100;M208;01;01;01;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20713020605;M100;M207;13;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020604;M100;M207;13;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020603;M100;M207;13;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020602;M100;M207;13;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020601;M100;M207;13;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020505;M100;M207;13;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020504;M100;M207;13;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020503;M100;M207;13;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020502;M100;M207;13;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020501;M100;M207;13;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020405;M100;M207;13;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020404;M100;M207;13;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020403;M100;M207;13;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020402;M100;M207;13;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020401;M100;M207;13;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020305;M100;M207;13;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020304;M100;M207;13;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020303;M100;M207;13;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020302;M100;M207;13;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020301;M100;M207;13;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020205;M100;M207;13;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020204;M100;M207;13;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020203;M100;M207;13;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020202;M100;M207;13;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020201;M100;M207;13;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020105;M100;M207;13;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020104;M100;M207;13;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020103;M100;M207;13;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020102;M100;M207;13;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20713020101;M100;M207;13;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020605;M100;M207;12;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020604;M100;M207;12;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020603;M100;M207;12;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020602;M100;M207;12;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020601;M100;M207;12;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020505;M100;M207;12;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020504;M100;M207;12;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020503;M100;M207;12;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020502;M100;M207;12;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020501;M100;M207;12;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020405;M100;M207;12;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020404;M100;M207;12;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020403;M100;M207;12;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020402;M100;M207;12;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020401;M100;M207;12;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020305;M100;M207;12;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020304;M100;M207;12;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020303;M100;M207;12;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020302;M100;M207;12;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020301;M100;M207;12;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020205;M100;M207;12;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020204;M100;M207;12;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020203;M100;M207;12;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
